merchant_description;mcc;city;country;amount;date
NAYAX CANADA INC MASTE;5814;FREDERICTON;CA;78.21;2026-01-08
SKYSHOWTIME 80A44 SHOW;4899;AMSTERDAM;NL;98.8;2025-10-12
REVOLUT *IONEL VALENTIN G;6012;LONDON;GB;148.14;2025-12-09
FOODORA_AT_YEO2-2531-GX8L;5499;WIEN;AT;60.37;2026-02-05
BA HIGH 52033451034941;4511;CRAWLEY RH10;GB;119.77;2026-01-03
NOW AABF1 CINEMA;5815;LONDON;GB;55.87;2025-10-17
TXW*LONDON TAXI 72419;4121;GLASGOW;GB;56.53;2026-01-22
BILLA DANKT;5411;PINGGAU;AT;36.56;2026-01-25
PIZZERIA VESUVIO SNC;5814;JESOLO VE;IT;131.22;2026-01-28
AMREST DE SP. Z O.O. & CO;5814;NURNBERG;DE;151.73;2025-10-05
ZARA HOME ROTTERDAM;5712;ROTTERDAM;NL;147.64;2025-11-30
XSOLLA;5816;YDU5CODE;CY;187.34;2025-11-01
DE AGOSTINI - OB905079;5945;NOVARA;IT;100.77;2025-11-29
DELTA HOTELS BY MARRIO;3509;CHEPSTOW;GB;33.43;2025-10-18
FOODORA_AT_O3BH-2503-L;5499;WIEN;AT;117.03;2026-01-13
BISTRO FRANCAIS;5812;BUCURESTI;RO;89.94;2025-11-26
AVAST *AVAP1661684174;5817;PRAGUE 4;CZ;62.12;2026-01-09
TRANSAVIAE7LYPI;4511;LUCHTHAVEN SC;NL;42.16;2025-11-24
JUSTGIVING VICTORIAJERSOV;8398;LONDON;GB;137.62;2026-03-10
SEM MOBILITE�CUM;4111;HR1C7DRPDVU2�;FR;43.62;2026-02-23
ACS*22503829 THREE;4814;ROTTERDAM;NL;75.59;2026-01-04
GOPAY  *ERMAAN.SK;5651;HTTPS://ERMAA;SK;191.06;2025-10-30
FOODORA AT FOODORA_AT_EDZ;5499;WIEN;AT;95.08;2025-12-29
UBER * 7ELEVEN1252;5812;SAN FRANCISCO;US;76.08;2026-03-03
REVOLUT**3593*;6012;ZURICH;CH;107.87;2026-03-07
LIME*RIDE 6A3C;4789;MILAN;IT;154.41;2025-11-08
NYA*PHOTOBOOTH 520;5499;PARIS;FR;166.04;2026-02-17
WONDER FRUIT;7996;BANGKOK;TH;193.43;2026-02-22
SQSP* DOMAIN#204933315;7372;NEW YORK;US;152.32;2025-12-23
GOPAY  *ELEKTRO-SIETE.SK;5732;ELEKTRO-SIETE;SK;156.61;2026-03-03
HEROKU* JUL-97149002;5734;WWW.HEROKU.CO;US;135.44;2025-11-24
JMP S.A. BIEDRONKA 2551;5411;ZABKOWICE SLA;PL;68.59;2026-01-28
WWW.AIRSHOP.GR;4722;THESSALONIKI;GR;54.19;2026-03-10
IL PANE DEL MATTINO;5499;FIRENZE;IT;105.15;2025-12-01
TV NOVA 9307352187;4899;PRAHA 5;CZ;70.5;2025-12-29
LAWSON;5499;TOKYO;JP;8.47;2025-12-11
FOODORA_CZ_SUB-32KE2FLLMZ;5499;PRAGUE 8;CZ;96.37;2025-11-23
WOW A8112 PREMIUM;5815;UNTERFOEHRING;DE;6.85;2025-11-13
NYX*EUROGARAGESLTD;5499;TAMWORTH;GB;82.76;2025-11-10
MOMO SCHNEIDEREI GMBH;5697;ZÜRICH;CH;46.77;2026-01-14
BKG*HOTEL MALAGA NOSTR;4722;(888)850-3958;NL;62.86;2026-02-18
VOYO.SK 7039994100;4899;BRATISLAVA;SK;93.56;2026-02-15
ALBERT HEIJN 1834;5411;HONSELERSDIJK;NL;159.13;2025-10-23
FANN PARFUMERIE, GALE;5977;OLOMOUC;CZ;144.99;2026-03-19
PRAXIS 2359 A'DAM CITY;5251;AMSTERDAM;NL;90.18;2026-01-06
HAPPYTIGER;7995;ID:2758707337;DK;190.13;2025-11-28
THE TRAMP;5812;CORSIER-SUR-V;CH;195.99;2025-12-07
BONTE COFFEE;5814;HR. KRALOVE;CZ;143.77;2025-09-28
AD FREE FOR *OP5C789P5;5815;PRIMEVIDEO.NL;GB;58.99;2026-02-10
PLYWALNIA ODKRYTA;7999;BYTOM;PL;33.14;2025-12-25
ACS*20983668 THREE;4814;ROTTERDAM;NL;137.41;2025-11-08
HOSTING IRELAND;4816;WATERFORD;IE;79.05;2026-03-21
JET 0199;5542;VILLACH-AUEN;AT;126.7;2026-02-04
CRV*GOOGLE ONE DUBLIN;5734;ALESUND;IE;151.29;2025-12-22
SHELL OBN464;5541;GRIMMA;DE;21.36;2025-09-27
FTP MAKRYCHORI;4784;MAKRYCHORI;GR;160.13;2026-03-20
ETSY.COM*SIXFLOWERGIFT;5699;DUBLIN 1;IE;33.99;2025-12-14
SCHNITZELHAUS;5812;GANSERNDORF;AT;49.7;2026-01-19
GOOGLE *TIKTOK VIDEOS;5734;LONDON;GB;143.61;2026-02-20
SKYSHOWTIME 0F82B STAN;4899;AMSTERDAM;NL;145.68;2025-10-30
APPLE ITALY R382;5732;ROME;IT;186.13;2025-11-07
ACS*22864510 THREE;4814;PLEASEHELP.IO;NL;29.25;2026-03-12
A9C0NAXO7G0V;4111;ST BARTHELEMY;FR;104.86;2026-03-09
WWW.SALONVIN.SK;5921;BRATISLAVA;SK;193.13;2025-11-07
FOODORA_AT_TIJJ-2436-T;5499;WIEN;AT;42.52;2026-01-05
SUPERDRUG STORES PLC;5912;CORBY;GB;91.05;2025-11-27
OAMGMAMR GIURGIU;8398;GIURGIU;RO;76.11;2026-03-20
SPARKASSE NIENBURG;6011;LANGE STR.;DE;90.79;2025-11-07
DOUBLETREE BY HILTON T;3504;TORINO;IT;183.41;2026-02-10
MICROSOFT-G097568677;5045;MSBILL.INFO;CH;130.78;2025-11-07
BET365;7995;TA XBIEX;IE;11.84;2025-09-30
95D32 SKY SPOR;4899;DUBLIN 4;IE;53.01;2025-10-08
PV3695;5542;SERIATE;IT;136.31;2025-10-22
STOCKMANN TALLINN;5311;TALLINN;EE;38.01;2026-02-23
KNM CITYOIL LTD;5541;ARNAKOS 184;CY;62.16;2026-03-04
RTL INTERACTIVE GMBH;7399;JRWYG-JMGDW R;DE;142.67;2025-11-19
D90DB HAYU;5815;DUBLIN 4;IE;145.58;2025-10-27
CLIP MX*EVENTOS MEXICO;7991;MIGUEL HIDALG;MX;36.88;2026-01-25
ESSO STATION PATTENSEN;5541;PATTENSEN;DE;74.95;2025-12-30
PAYPAL *SPOTIFY*P38AA4;5815;35314369001;SE;115.28;2026-02-12
GOPAY  *PRIMAT.CZ;7277;PRIMAT.CZ;CZ;93.44;2026-01-20
GOPAY  *OZDOBDORT.CZ;5719;OZDOBDORT.CZ;CZ;13.02;2025-11-23
AE064 SKY SPOR;5815;DUBLIN 4;IE;143.56;2026-01-31
MCDONALD'S RESTAURANT;5814;LULLY FR;CH;72.66;2025-11-20
SUMUP  *CSONKA ANNA;5411;BUDAPEST;HU;99.38;2026-03-16
COOP-1246 TIEFENBRUNNE;5411;ZURICH;CH;21.48;2025-12-21
ETSY.COM*RDSPTBONN;5699;DUBLIN 1;IE;62.97;2025-12-30
UBER * PENDING;4121;AMSTERDAM;NL;150.87;2026-01-25
GOPAY  *ELEKTRODVORAK.CZ;5399;HTTPS://ELEKT;CZ;100.73;2025-10-08
VOYO.SK 1609323792;4899;BRATISLAVA;SK;156.34;2026-01-17
TCL 69 LYO;4111;V25321023677�;FR;15.29;2026-01-13
NYX*NOURYAG;5814;LANGENTHAL;CH;21.19;2025-12-12
WALGREENS #9672;5912;LEVITTOWN;US;192.5;2026-01-23
FOODORA_AT_ITO3-2525-Y;5499;WIEN;AT;152.35;2025-09-27
ROYAL DUBLIN SOCIETY;5811;DUBLIN;IE;118.68;2025-11-09
FOODORA_AT_B4OW-0WHK;5499;WIEN;AT;26.16;2025-10-24
AMAZON UK* ZL1YR9U24;5399;LONDON;GB;74.92;2025-11-10
ALDI 3 779;5411;GAINSBOROUGH;GB;95.71;2026-01-24
86331948 ZINZINO;5499;VAESTRA FROEL;SE;123.38;2025-12-27
ACS*20855686 THREE;4814;ROTTERDAM;NL;63.93;2025-11-24
COOP-2001 FRAUENF.;5411;FRAUENFELD;CH;174.43;2025-11-24
JOSHI SUSHI&BISTRO,PET;5814;PRAHA 5 - STO;CZ;170.07;2026-01-18
PAM LOCAL;5411;ROMA;IT;77.8;2025-12-17
BBPRMF ZENMARKET;5399;TALLINN;EE;69.04;2025-10-04
GOPAY  *AURIO.CZ;5977;PRAHA;CZ;164.09;2026-03-18
TCL 69 LYO;4111;V25297022459�;FR;118.03;2025-10-20
TV NOVA 2921684786;4899;PRAHA 5;CZ;196.7;2026-01-19
SQSP* ACUITY#203036289;7372;NEW YORK;US;128.17;2025-10-09
NOW 959BE BOOST;5815;LONDON;GB;115.33;2026-03-01
WWW.MONARI.AT;5621;GRONAU;DE;49.47;2026-03-23
KARDOSNE PLAVECZ KRI;5499;DEBRECEN;HU;113.08;2025-12-05
GIORTI TOU KRASIOU;4900;LIMASSOL;CY;184.39;2026-01-20
STARBUCKS STORE 56070;5814;NEWBERRY;US;9.23;2025-10-11
KRUIDVAT 4111;5331;HEYTHUYSEN;NL;99.73;2025-12-28
GIONIS IOANNIS;5441;KORINTHOS;GR;27.3;2026-01-18
MAIRIE DE PARIS;9405;PARIS 4;FR;55.91;2026-01-15
AMAZON UK* Z92SA7SS4;5399;LONDON;GB;52.43;2026-02-06
ENBW ENERGIE BW AG;4900;720013840329;DE;180.69;2025-12-14
J V CUMMINS & SONS SUP;5411;BALLINROBE;IE;112.03;2026-02-10
0749.9447.1489 AIB_ECO;7995;VALETTA;MT;190.88;2025-11-25
IMPO-3569 SEEWEN;5977;SEEWEN SZ;CH;75.28;2025-10-14
MOONPAY*ZENGO 6593;6051;MOONPAY.COM;IE;133.82;2026-01-02
FEDEX33020259;4215;T08456 070809;GB;140.89;2025-12-26
FOODORA_AT_DYHC-2519-VDLC;5499;WIEN;AT;56.55;2025-09-29
SKYSHOWTIME 188D9 STAN;4899;AMSTERDAM;NL;153.47;2025-11-20
THE TOBY JUG;5813;GLASGOW;GB;186.61;2026-01-22
PAYPAL *ASDASTORESL;5411;08009523003;GB;51.99;2026-03-14
LIME*2 RIDES 33LH;4789;FRANKFURT;DE;22.38;2025-11-14
MOONPAY*SHUFFLECOM 2612;6051;MOONPAY.COM;IE;146.93;2025-10-06
GOPAY  *ROSTLINNA-AKVARIA;5995;HTTPS://ROSTL;CZ;34.12;2026-03-19
OTTER-DISTRIBUTION SRL;5661;ARAD;RO;109.05;2026-03-03
TEAMUP SOFTWARE;5734;LONDON;GB;144.6;2025-10-24
WIZZ AIRYC1ZSR;3301;BUDAPEST;HU;57.45;2026-02-16
TOTAL MKT FR;5542;NANTERRE;FR;42.48;2025-12-19
2717179 - KILOMETERS;7512;31302087011;NL;68.11;2025-10-06
UKVI AAC80608 - - 41F;9399;LONDON;GB;197.45;2025-10-24
DIVIA#CUMUL;4111;V24076000316#;FR;37.19;2026-02-23
SPLRU 69 LYO;4111;V25014021924�;FR;58.53;2025-12-27
AMAZON UK* I74S31N05;5399;LONDON;GB;181.15;2026-02-27
TRANSFERGO*ANTONINA*ANT;4829;ONVISA DIRECT;LT;24.09;2025-11-04
EPODEX.COM;5198;KREFELD;DE;161.78;2026-03-03
SATS VEST AS;7997;OSLO;NO;54.61;2026-03-18
MCDONALD S HOOGVLIET;5814;ROTTERDAM;NL;9.39;2025-11-30
TV NOVA 5329047294;4899;PRAHA 5;CZ;86.5;2025-09-29
AMAZON UK* Z39QJ43X4;5399;LONDON;GB;53.27;2025-10-14
FOODORA_AT_B9Z2-2436-K;5499;WIEN;AT;161.24;2026-03-08
TFL TRAVEL CHARGE;4111;TFL.GOV.UK/CP;GB;128.91;2026-02-17
PAYPAL *AIRBNB HMJXQFJTW;7011;35314369001;GB;20.51;2025-10-24
WWW.AMAZON* 204-03759;5399;8  1401865794;GB;8.68;2025-10-13
AMAZON UK* Z51AM3PG4;5399;LONDON;GB;21.12;2026-01-21
DB AUTOMATEN;4112;NUERNBERG;DE;17.43;2026-01-05
CONTABO.COM;5818;MUNCHEN;DE;10.91;2026-03-10
TCHIBO 6121;5999;THUN;CH;90.54;2025-11-25
SHELL AUTOMAT K;5542;KAUTOKEINO;NO;173.18;2025-12-16
COOP PRONTO 3712;5411;ZÜRICH;CH;60.98;2026-02-19
MICROSOFT-G077205155;5045;MSBILL.INFO;CH;125.31;2025-11-19
C&M*TRIMAT B.V.;5499;AMSTERDAM;NL;136.3;2025-12-05
ZLATA FARMA;5814;VRBATKY;CZ;104.52;2025-09-25
3706238;5814;BOLZANO;IT;40.43;2025-11-16
PAYPAL *LUITPOLDAPO;5912;9280984444;DE;150.78;2025-10-20
SILK DINING;5812;ZWOLLE;NL;188.21;2025-10-10
GOPAY  *LAALU.CZ;5712;SLANY;CZ;145.03;2025-09-28
KASHKHA PLAZA LLC;5621;DUBAI;AE;46.28;2025-11-16
KAUFLAND ROMANIA SCS;5411;TIMIS;RO;40.83;2025-10-16
MARISSAL BUCHER;5942;HAMBURG;DE;38.02;2025-10-18
LORENZIHUETTE;7011;OLANG;IT;193.24;2025-11-01
BOLT.EU/O/2405130549;4121;TALLINN;EE;51.83;2025-09-26
042 PETER MARK TRALEE;7230;CO KERRY;IE;62.62;2026-02-18
FOODORA_AT_U8C5-2510-4;5499;WIEN;AT;145.91;2025-12-04
FOODORA_AT_HKVH-2503-J;5499;WIEN;AT;16.34;2026-03-07
MUJI-ION ORCHARD;5311;SINGAPORE;SG;81.1;2026-03-17
NTP*THEMANSIONHOTEL;7011;BUCURESTI;RO;190.08;2026-02-11
FOODORA_AT_A4UO-2527-XIXU;5499;WIEN;AT;45.22;2025-09-29
NLOV##HASH##;4111;WWW.OVPAY.NL;NL;38.1;2025-09-29
O CALLAGHAN INSURANCE;6300;KILLARNEY;IE;109.28;2026-02-02
PAYPAL *URBANSPORTS;5941;35314369001;DE;49.55;2026-03-09
TCL 69 LYO;4111;V25333045423�;FR;85.31;2025-10-09
LA PANETIERE;5462;BIARRITZ;FR;90.41;2026-01-10
PAYPAL *AIRBNB HMYQFR835;7011;35314369001;LU;74.64;2025-12-21
COMPANIA DE TRANSPORT;4131;IASI;RO;134.99;2026-01-14
CARREFOUR CITY;5411;PARIS;FR;76.65;2025-11-16
HURRICANES GRILL;5811;DUBAI;AE;88.64;2026-02-26
NEURONAU* TEMPHOLD-9AV;4789;HAWTHORN;AU;187.0;2026-01-24
F?TEX ESBJERG S;5411;ESBJERG;DK;127.69;2026-02-08
DOCKER:INV-3CAAB413-74;4816;PALO ALTO;US;85.83;2025-12-31
GAZDABOLT;5261;KUNFEHERTO;HU;165.17;2026-03-14
BA HIGH LIFE SHOP;4511;HORLEY;GB;130.86;2026-02-09
CVS/PHARMACY #02940;5912;NEW YORK;US;62.59;2025-12-21
AVAST *AVAP1654931708;5817;PRAGUE 4;CZ;91.44;2026-02-28
CTEX*ATERES KALLAH;8398;LAKEWOOD;US;189.52;2026-01-22
BOLT.EUD2602051936;5812;TALLINN;EE;190.26;2025-09-30
LE MARLY;5812;NEUILLY SUR S;FR;76.06;2026-02-13
KAUFLAND 3110;5411;BRNO - ZIDENI;CZ;18.93;2026-02-17
FOODORA_AT_OK28-2507-7;5499;WIEN;AT;5.09;2025-12-04
FOODORA_AT_LUCP-2521-G;5499;WIEN;AT;30.33;2025-10-06
RECHINU  FOOD SRL;5812;BUCURESTI;RO;9.53;2025-12-15
BANDCAMP HELEN ISLAND;5815;BANDCAMPCOM;US;88.31;2025-10-29
BILLA DANKT;5411;MARIA ENZERSD;AT;75.85;2026-03-06
3CKET* #756935 TICKET;7399;LISBOA;PT;132.84;2026-01-27
LIME*PAYOFF 5CNJ;4789;351308800684;PT;84.18;2026-01-21
BARVYMORYS.CZ;5200;OSTRAVA - PRI;CZ;154.23;2025-12-28
NYX*NUOVOCAFFESRO;5814;SNEZNE;CZ;123.82;2026-01-09
JONES THE GROCER;5812;LONDON;GB;91.28;2026-01-06
SIKCNTVK*AROMA;5499;LONDON;GB;126.8;2025-12-01
BP LEIKERMOSER D(T)ANKT;5541;ST. MICHAEL;AT;163.08;2025-12-25
KIM LONG;5812;WROCLAW;PL;193.76;2025-12-24
LIME*PASS PBKW;7519;CZECH REPUBLI;CZ;184.69;2025-10-15
AMAZON UK* ZG0PM65W4;5399;LONDON;GB;188.96;2025-12-15
STEAM PURCHASE;5816;SEATTLE;DE;184.66;2025-11-03
ACS*21967396 THREE;4814;PLEASEHELP.IO;NL;9.37;2026-01-26
EXPLOSION CLUB WARSZAWA;5813;WARSZAWA;PL;151.65;2026-02-04
GOPAY  *CUKRFREESHOP.CZ;5499;HTTPS://CUKRF;CZ;83.98;2026-02-03
NYX*DALLMAYR;5499;BRASOV;RO;43.38;2026-01-14
WM SUPERCENTER #2070;5411;ANCHORAGE;US;25.28;2026-01-25
0V45FK ZENMARKET;4215;OSAKA;JP;109.09;2026-02-14
EXARING AG;7399;PSTSN-XYJKW W;DE;134.05;2025-10-29
LIME*DODANE SRODKI USF;4789;WARSZAWA;PL;160.11;2026-03-02
FOODORA_AT_LOYJ-2449-Y;5499;WIEN;AT;42.66;2025-12-07
ASOCIATIA CASA DE AJUTOR;6012;PETRILA;RO;172.51;2026-03-08
SELECTA VENDING;5814;MANCHESTER;GB;143.38;2026-03-16
TCL 69 LYO;4111;V25334015913�;FR;44.45;2026-02-12
LIME*PASS 2YBC;4789;BARCELONA;ES;176.52;2025-11-21
NTP*REINVENTEAZATE;8299;0215277725;RO;40.34;2026-03-02
WIKY - OC REZKOVA - J;5945;JINDRICHUV HR;CZ;74.9;2025-10-05
NORTON *NP295624719;5817;PRAGUE 4;CZ;156.52;2026-01-30
FARM TEI PITESTI C3;5912;PITESTI;RO;145.03;2026-03-24
88935788 ZINZINO;5499;VAESTRA FROEL;SE;142.81;2025-10-07
MC DONALDS NUEVO BARA;5814;MADRID;ES;77.24;2025-11-12
ESSELUNGA COMO;5411;COMO;IT;98.0;2026-01-28
BOLT.EUD2601272014;5812;TALLINN;EE;15.1;2025-10-07
WOW 70A37 LIVE-SPO;5815;UNTERFOEHRING;DE;121.72;2026-01-03
SZENTE OPTIKA - BAKONYCSE;8043;BAKONYCSERNYE;HU;169.6;2026-03-24
TDF TKTS DUFFY SQUARE;7922;NEW YORK;US;77.84;2026-02-28
STORGE S.R.O. HALA;5992;BRNO - DOLNI;CZ;63.53;2026-01-31
TCL 69 LYO;4111;V25340048182�;FR;140.15;2026-03-08
266AE CINEMA;4899;DUBLIN 4;IE;119.18;2025-12-13
GOPAY  *PUPPYNATOR.SK;5651;HTTPS://PUPPY;SK;136.29;2025-12-02
FOODORA_AT_ZDHH-2530-9;5499;WIEN;AT;188.32;2025-10-15
NYX*DIANALUX;5499;HESPERANGE;FR;176.18;2025-11-24
FOODORA_AT_JPV7-2427-W;5499;WIEN;AT;106.63;2026-01-02
BP TANKAUTOMAT;5542;POELLAU;AT;83.22;2025-12-02
VENEZIA EST;4784;MOGLIANO VENE;IT;143.17;2026-02-20
NORWICHCITYCOUNCILOFF;7523;NORWICH;GB;93.64;2025-10-16
MONZO * ME TIEGAN T MAR;6012;448008021456;GB;42.67;2025-09-27
GLOVO 10JAN MDL1UH1U;5814;GLOVOAPP.COM;ES;89.33;2025-09-25
HEROKU* MAY-95100168;5734;SAN FRANCISCO;US;8.8;2026-01-19
GOOGLE *TIKTOK VIDEOS;5816;MOUNTAIN VIEW USA;US;180.6;2025-10-01
SKYSHOWTIME 44E41 STAN;4899;AMSTERDAM;NL;59.97;2025-12-15
ALENSA MEDICAL;8043;950588835;CZ;151.64;2025-10-25
DB FERNVERKEHR AG;5812;FRANKFURT;DE;182.45;2026-01-16
SPORTSWEAR MARKET A.E.;5137;KIFISIAS / AT;GR;25.32;2026-02-23
UTE AUDIOGUIAS REAL AL;4111;GRANADA;ES;180.29;2025-10-06
TWO OCEANS TRADING LLC;5812;DUBAI;AE;98.07;2026-02-11
KAUFLAND 5710 CONSTANT;5411;CONSTANTA;RO;192.08;2026-01-27
PAYPAL *WOW 1CAD0 ENTE;4899;35314369001;DE;16.76;2026-01-04
EVERUP GIFT CARD;5947;REF. DB01A5DA;GB;132.35;2025-12-18
LIME*PASS 3QHO;7999;HTTPSWWW.LI.M;US;82.75;2026-01-15
ETSY.COM*DUTIERSPATTERNS;5399;LONDON;GB;69.05;2026-02-13
ACS*20734227 THREE;4814;0107989541;NL;104.84;2025-10-18
6317906/MZ001-25135438;5814;SCHLUESSELFEL;DE;168.71;2025-11-06
ZOO LIBEREC VSTUP;7998;LIBEREC;CZ;94.9;2025-11-21
ESTANCO CHURRUCA;5993;ALICANTE;ES;45.06;2026-03-05
FERRARI WORLD ABU DHABI;7992;ABU DHABI;AE;9.46;2025-10-26
CERTIFIEDKETODIET.COM;8099;RIGA;LV;22.83;2026-03-16
TV NOVA 3295016004;4899;PRAHA 5;CZ;155.52;2026-03-08
COOP 12.SZ.;5411;SITKE;HU;8.35;2026-01-26
MCDONALD'S HARDERWIJK;5812;HARDERWIJK;NL;120.25;2026-03-01
CO-OP GROUP 190436;5411;BURRY PORT;GB;18.11;2026-02-24
HTTPS://WWW.CINTRES.FR;5999;MONTREUIL;FR;186.86;2025-11-16
FOODORA_AT_HQAX-2451-X;5499;WIEN;AT;144.91;2026-02-01
BOUNCE VALLEY DELFT;7999;DELFT;NL;117.32;2025-10-12
DELIJN##HASH##;4111;DL OXPEWS14;BE;111.59;2025-12-25
BOLT.EU/R/2511080037;4121;TALLINN;EE;149.41;2026-02-05
IPER ORIO;5411;ORIO AL SERIO;IT;104.89;2025-12-16
BRODERICK VEND;5499;MANCHESTER;GB;81.43;2025-11-18
EL PESCAITO;5812;ARONA;ES;131.85;2026-02-01
DUNNES ST. STEPHENS GR;5411;DUBLIN 2;IE;162.4;2026-03-05
SKYSHOWTIME 1B636 SHTANDA;4899;AMSTERDAM;NL;21.05;2026-03-23
IRON RAM;5813;DERBY;GB;11.79;2025-11-30
LSP*THE BUILDERS ARMS;5812;LONDON;GB;77.37;2025-11-10
MONTREUX JAZZ FESTIVAL F;5812;MONTREUX;CH;183.0;2026-03-13
PARKING RIVIERA;7523;VARNA;BG;124.8;2025-10-08
AIR FRANCE  0572351173468;3007;ROISSY CDG CE;FR;188.14;2025-12-21
SUPERMERCAT NIDO;5411;SALOU;ES;39.25;2026-01-06
ANKER KLUB;5813;BUDAPEST;HU;30.72;2026-03-21
FOODORA_AT_IYTQ-2505-3;5499;WIEN;AT;173.28;2026-01-14
ZASILKOVNA S.R.O.16952;4215;OSTRAVA;CZ;192.55;2026-02-07
COOP KA153 SEBECHLE;5411;SEBECHLEBY;SV;170.4;2025-09-28
FOODORA_AT_MT1M-2504-Z;5499;WIEN;AT;180.75;2025-09-28
TOOGOODT SW70QBJXZ78G0;5812;TOOGOODTOGO.C;DK;133.58;2025-12-15
AMAZON UK* JI9GV1495;5399;LONDON;GB;84.61;2026-03-06
RESTAURANT SIMMA;5812;MELLAU;AT;107.31;2026-02-16
O17591463705609606 APP BR;9311;TORINO;IT;114.17;2026-01-26
FOODORA_AT_HVXH-2507-9;5499;WIEN;AT;148.36;2026-02-20
LIME*PASS AVZX;4789;BUCHAREST;RO;81.77;2025-12-25
8A445 SPORTS E;4899;DUBLIN 4;IE;102.51;2026-03-15
WWW.BERA.AC.UK;8398;02076126987;GB;83.59;2026-03-04
KFC Y309203;5814;ORLANDO;US;69.78;2026-03-08
PROFI ROM FOOD SRL;5411;COMUNA SOHATU;RO;146.62;2026-01-30
BOLT.EU/O/2408242112;4121;TALLINN;EE;136.55;2025-11-09
FOODORA_AT_LOPU-2536-Y;5499;WIEN;AT;42.87;2026-01-13
CARTPANDA* BURNJARO85;7278;CARTPANDA.COM;US;65.27;2026-02-17
LIME*2 COURSES AGTN;4789;PARIS;FR;72.55;2026-03-04
HAUSTIERHELDEN;5995;WIEN;AT;9.1;2025-12-04
MANUEL RUI A NABEIRO;5411;PORTALEGRE;PT;81.99;2026-03-21
LA CAIXA    9737;6011;MADRID;ES;199.59;2025-10-08
WILLHABEN 796626580;5331;VIENNA;AT;118.06;2025-11-28
515 ACIDUS S.R.O.;5912;NITRA;SK;124.41;2025-12-07
78B06 HAYU MON;5815;DUBLIN 4;IE;79.64;2025-11-03
BOLT.EU/O/2407092332;4121;TALLINN;EE;97.22;2026-02-13
O17550082707776288 APP BR;9311;TORINO;IT;185.53;2026-01-16
NYX*NOVUSINVESTKFT;5499;BUDAPEST;HU;100.36;2025-10-08
MICROSOFT-G075676963;5045;MSBILL.INFO;CH;163.84;2025-11-12
PAYPAL *VIVATICKET;7922;3476940111;IT;47.88;2025-10-20
STOCKHORNBAHN AG;4789;ERLENBACH IM;CH;114.81;2026-03-21
SNACKSHOP SCS;5411;VOSENDORF;AT;147.02;2025-12-23
SKYSHOWTIME 290D7 STAN;4899;AMSTERDAM;NL;50.67;2026-03-19
68224312 FA3AQJBEIQOAAAGL;5571;HAEGERSTEN;SE;71.79;2025-10-31
ETSY.COM*IVYANDHENRI;5399;LONDON;GB;59.92;2026-02-18
PENZION TUCNAK;5812;ZABREH;CZ;43.11;2026-02-10
TIROL LODGE;7011;ELLMAU;AT;31.89;2026-02-13
LIME*TRAJET 5HDP;4789;PARIS;FR;73.92;2026-01-19
DELIJN##HASH##;4111;DL GZ3ZM0K3;BE;56.77;2026-02-13
AIR CHINAKPK;3261;BEIJING;IE;90.03;2025-12-31
BOLT.EUD2601211056;5812;TALLINN;EE;101.36;2025-11-21
FOODORA_AT_H3AW-2529-5;5499;WIEN;AT;68.55;2025-11-04
GOPAY  *NAZUBY.EU;5999;NAZUBY.EU;CZ;123.56;2026-02-13
LIME*TRAJET SXUG;4789;611800861305;AU;196.44;2026-01-01
O17670778662532494 APP BR;9311;TORINO;IT;179.39;2025-10-30
LIME*PASS VYFJ;7519;BULGARIA;BG;135.16;2026-03-09
WWW.DB-POTTERY.CH;8299;41794120088;CH;179.33;2026-02-22
CARS TAXI SERVICES CO;4111;DUBAI;AE;114.25;2026-01-22
DESERTVIEW TRADINGPOST;5499;GRAND CANYON;US;158.31;2026-02-17
FOODORA_AT_MTX2-2443-I;5499;WIEN;AT;8.5;2025-11-05
BAUHAUS K.S. 885;5200;BRNO STRAZN;CZ;102.2;2025-12-15
GULF/ JARASH 1;5541;JARASH;JO;197.29;2026-02-02
INDEED 95882518;7361;DUBLIN;IE;180.53;2025-12-13
ETSY.COM*COTTONONCARDS;5699;DUBLIN 1;IE;175.94;2026-03-03
FOODORA_AT_TAZQ-2531-9;5499;WIEN;AT;92.61;2025-12-01
AMAZON UK* VE2ZN9U35;5399;LONDON;GB;20.91;2026-02-05
GOOGLE TIKTOK LIVE;4814;LONDON;GB;127.94;2026-01-25
MICROSOFT-G083806787;5045;MSBILL.INFO;CH;198.99;2025-12-18
BROMCOM COMPUTERS PLC;8249;02082907176;GB;63.75;2026-02-24
O17585488949931289 APP BR;9311;TORINO;IT;39.7;2025-10-05
381. SZ. COOP SZUPER 1;5411;AJKA;HU;82.64;2025-12-20
LAB DI DORIANA DEIAS;5812;CARBONIA;IT;181.43;2025-10-27
TOYO MOTOR NORD SRL;5511;VOLUNTARI;RO;40.06;2025-12-09
GOPAY  *CANIS.CZ;5399;CANIS.CZ/;CZ;118.52;2025-11-26
LIDL SAGT DANKE;5411;EUSKIRCHEN;DE;29.13;2025-12-28
PAYPAL *AIRBNB HMTHM83;7011;35314369001;GB;161.46;2026-03-23
WEBIKE JAPAN;5533;YOKOHAMASHI A;JP;123.03;2025-11-18
DELIJN##HASH##;4111;DL SC0099IE;BE;190.06;2026-02-18
GXX6RB8ZUG3G#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR;182.59;2025-11-21
MCDONALDS;5814;STOKE ON TREN;GB;13.0;2026-02-09
