merchant_description;mcc;city;country
FOODORA_AT_N8K6-2529-G;5499;WIEN;AT
NYX*HELLAUTOMATAUEZEME;5499;BUDAPEST;HU
LIME*COST CURSA J2WB;4789;BUCHAREST;RO
DELIJN##HASH##;4111;DL S0XJH5DO;BE
AMAZON UK* RG8057UY5;5399;LONDON;GB
WEEZEVENT SWITZERLAND;7922;LAUSANNE;CH
PUMPY 6 COURCELLES;5542;COURCELLES;BE
DROPBOX*SDXX8GPSMNBD;4816;D02FD79;IE
MU VE'SZETEK VO:LGYE;7299;KAPOLCS;HU
TCL 69 LYO;4111;V25172022989�;FR
DILLE EN KAMILLE;5719;AMSTERDAM;NL
ETSY.COM*VINTAGEPERFUM;5699;DUBLIN 1;IE
W5CTAKVSR2TS#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
GOPAY  *EBERRY.CZ;5732;BORICE;CZ
SKYSHOWTIME A37C4 STANDAR;4899;AMSTERDAM;NL
SIRIUS ANIMAL VET S R L;742;FLORESTI;RO
BILLA DANKT 0003341;5411;TRIBUSWINKEL;AT
MONZO * ME SAMUEL RAYNE;6012;LONDON;GB
BOLT.EUD2601221518;5812;TALLINN;EE
GOPAY  *FAKTURAONLINE.SK;5734;PRAHA 5;CZ
NYA*KAFIJAS PASAULE;5499;28667848;LV
MICROSOFT G037708721;5045;MSBILL.INFO;CH
AWESOME SCREENSHOT;5734;RENO;US
32ROSU;7995;2621505569;MT
FACEBK *TEMP/HOLD 9274;7311;FB.ME/ADS;US
MAMALAKIS NIKOLAOS;5812;RETHYMNO;GR
32RED;7995;2648373509;GB
OBUDAI KEZMUVES SOROZO;5921;BUDAPEST;HU
SM CASINO CS218;5411;DIVONNE LES B;FR
VIVATK150437946685;7922;BOLOGNA;IT
CVS/PHARMACY #02217;5912;GREECE;US
CORALIA TABACU ELENA;6012;REVOLUT.COM;LT
FACEBK* 5EHB54L8K2;7311;MENLO PARK;US
BAECKEREI WELLMANNGMBH;5462;OSNABRUECK;DE
FOODORA_AT_A85K-2516-R0GB;5499;WIEN;AT
VOYO.SK 1330758300;4899;BRATISLAVA;SK
GAILS CAMBRIDGE STATIO;5812;CAMBRIDGE;GB
OFRESH CAMUSAT-ROM-TELECO;5499;BALOTESTI;RO
PAYPAL *KENA MOBILE;4814;060000181;IT
CLIPTO MONTHLY OCT#3;5734;SAN FRANCISCO;US
ZETTLE_*HCP GELATI LTD;5812;LONDON;GB
LIME* OQW6;4789;MILAN;IT
PAYPAL *AIRBNB HME9KB3A9;7011;35314369001;GB
PAYPAL *AIRBNB HMAEZ9;7011;35314369001;GB
CRF CONTACT07800;5331;ST GEORGES LE;FR
RESTAURANTE COSTA CALET;5812;ADEJE;ES
TV NOVA 4681257302;4899;PRAHA 5;CZ
ACS*21016566 THREE;4814;0107989541;NL
GOPAY  *RYBARSKE.SK;5941;RYBARSKE.SK;SK
SKYSHOWTIME ADA82 STAN;4899;AMSTERDAM;NL
DELIJN##HASH##;4111;DL XBKKPRCM;BE
NETTO MARKEN-DISCOUNT;5411;ILLERKIRCHBER;DE
FAN 1 PALACINKY;5814;PRAHA 10;CZ
TV NOVA 7829442754;4899;PRAHA 5;CZ
LIDL 1932;5411;CASERTA;IT
BILLA SPOLSRO;5411;RUZOMBEROK;SK
ETSY.COM*PRINTABLEBYOA;5699;DUBLIN 1;IE
MEDENKA S.R.O.;5411;HEJNICE;CZ
DOPRAVA -*##HASH##;4111;BRNO;CZ
TOTAL SERVICE STATION;5541;NIEDERAUDOR;DE
TANK OIL, S.R.O.;5541;MLADA BOLES;CZ
SZT-MAURICIUSZ MONOSTO;5812;BAKONYBEL;HU
VIKIS CLUB;5813;GYOR;HU
ALZA.AT GMBH;5311;WIEN;AT
GOPAY  *BONTIS.RO;5651;PRAHA;CZ
VICAFE BAHNHOFSTRASSE;5812;ZURICH;CH
035 PETER MARK DOUGLAS CO;7230;CORK;IE
BANDCAMP DEFECTED RECOR;5815;BANDCAMPCOM;US
DMJITWJ8GCH6;4111;TOULOUSE CEDE;FR
LIME*RIDE LB7J;4789;ATHENS;GR
VECERKA TLT FOOD,SMETANO;5411;HROCHUV TYNEC;CZ
LIME*RIDE MHQI;4789;MILAN;IT
ETSY.COM*MICHELLELEEST;5699;DUBLIN 1;IE
VIPPS*HAMPUS HEGRE BRA;4829;OSLO;NO
DUTY FREE SHOPS;5977;IRAKLEIO;GR
AMAZON UK* CA3H84HX5;5399;LONDON;GB
W M MORRISON PLC;5411;LEEDS;GB
K KIOSK THONEX CENTRE 290;5942;TH NEX;CH
WWW.AMAZON* 404-803467;5399;14018657948;LU
BAHNHOFTRAFIK KRISTAND;5993;WEIZ;AT
HORNBACH BAUMARKT GMBH;5251;KLAGENFURT;AT
BAECKEREI KONDITOREI K;5462;GROSSOSTHEIM;DE
AIRBALTIC.COM;4511;3391590610;LV
O17611175634502246 APP BR;9311;TORINO;IT
DECATHLON DEUTSCHLAND;5941;LEIPZIG;DE
THUISBEZORGD.NL ##HASH##;5814;BEUTRECHT;NL
BURGERFUEL CUSTOMS ST;5814;AUCKLAND;NZ
NOTEMACHINE;6011;BN3 7GD;GB
EDEKA FOODSERVICE;5411;HEILBRONN;DE
GIFI DELEMONT;5651;DELEMONT JU;CH
YOUR RUSTIC 23, SL;5814;BARCELONA;ES
WWW.AMAZON* 204-35576;5399;5  1401865794;GB
NYX*PETRLAUBE;5499;PRAGUE;CZ
AB COPAINS;5814;PARIS;FR
AMAZON UK* RD4PG5MP5;5399;LONDON;GB
THE PANTRY;5812;KILKEE;IE
TAKSIDE POS;4121;ISTANBUL;TR
FINANFARMA * FARMACIA PE;5912;PORTIMAO;PT
EDUSCHO 5936;5999;WIEN;AT
FOODORA_AT_R1Z1-2508-0;5499;WIEN;AT
PAYPAL *TRENORD SRL;4789;35314369001;LU
RATP;4111;PARIS;FR
KLARNA*REVOLVE;6012;STOCKHOLM;SE
HAPPYTIGER;7995;ID:2049188263;DK
OCULUS * 368CB64TE2;5945;DUBLIN;IE
BKBF61FEDFBD0F7041;6051;SOFIA;BG
FOODORA_AT_M9KF-2517-1;5499;WIEN;AT
O17477418873882550 APP BR;9311;TORINO;IT
LIME*PAYOFF XA35;4789;18885463345;AE
DER MANN - BACKWAREN;5462;WIEN;AT
BOOTS 5190;5912;STRENSALL;GB
CHEVRON 0202423;5542;BELL;US
CSIRKEFALAT 97 BT.;5422;BUDAPEST;HU
ADM GARE BOUZNIKA ONLINE;4784;MOHAMEDIA;MA
HOMELY FOODS RESTAURAN;5812;DUBAI;AE
LE PADDOCK;5813;PERPIGNAN;FR
OVEKNGBIORNN;4111;TOULOUSE CEDE;FR
STROCK 3029 LANGOBARDEN;5812;WIEN       W;AT
VOYO.SK 0035655828;4899;BRATISLAVA;SK
GOPAY  *APIPRAKTIK.SK;5499;APIPRAKTIK.SK;SK
MCDONALD S KALAMARIA;5814;KALAMARIA;GR
TALLINN.TPS.RIDANGO;4111;TALLINN;EE
UBER   *RDMEISHIPI;5812;NEW TAIPEI;TW
DM-DROGERIE MARKT;5912;VILLINGEN-S;DE
PENNY AN DER OHRE;5411;CALVOERDE;DE
3CKET* #1082453 TICKET;7399;LISBOA;PT
LIDL DANKT 317;5411;IMST;AT
BOWLING BAR ZDIREC;5812;ZDIREC NAD DO;CZ
TRANSFERGO*MIRA*ZALUTSKA;4829;VISA DIRECT;LT
WESTGATE OXFORD CAR PA;7523;OXFORD;GB
PLATINAS FURDORUHA UZ;5651;HEVIZ;HU
HOTEL MHAMI;7011;PULSANO;IT
ICE INVEST SPOL. S.R.O;5814;HRADCANY;CZ
CAFESTORE HERNANI MADR;5812;HERNANI;ES
32RED;7995;2648573719;GB
GRAND BAZAAR GENERAL T;5411;DUBAI;AE
RENAISSANCE HOTEL AIRP;3530;407-240-1000;US
MOONPAY*MOONPAYPARTN 5451;7995;MOONPAY.COM;IE
FIERONART SRL;1799;CLUJNAPOCA;RO
ALBE GESTIO SL;5499;BARCELONA;ES
PAYPAL *UNICATT;8220;35314369001;IT
FOODORA_AT_GLDF-WIS2;5499;WIEN;AT
TCL 69 LYO;4111;V25178029054�;FR
PAYPAL *GANDI SAS;4816;35314369001;FR
LE BISTRO PETIT SACONN;5812;GENEVE;CH
ORAPP;4829;KAPUVAR;GB
SQ *CUTTHROAT;7230;GALWAY;IE
DEUTSCHE 2202520648381;3008;VIENNA;AT
TIER 1 CAP;5499;POCSMEGYER;HU
PBZTTIFON;5541;DONJA GRACENI;HR
RESTAURANTE;5813;LISBOA;PT
ROSSMANN 2407;5912;ERDING;DE
VEPEZ.CZ;5399;PRAHA 1 - JOS;CZ
BOLT.EU/R/2503261847;7512;TALLINN;EE
CIPRIANI DOWNTOWN DUBAI D;5812;DUBAI;AE
O17642187176325222 APP BR;9311;TORINO;IT
ROES ETABLISSMENT SARL;5411;KONE;NC
MIGROS M BRUCHSTRASSE;5411;LUZERN;CH
FOODORA_AT_ZRQR-2520-8;5499;WIEN;AT
BANDCAMPROCHEMUSIQUE;5735;BANDCAMP.CO;US
HIPER ESCUDERO;5411;JONQUERA, LA;ES
JOBSEEKER FREA8NBA;7361;AMSTERDAM;NL
HYPEDROP;7994;6121958;CY
TOOGOODT XMKQXDNRPKK30;5812;TOOGOODTOGO.N;DK
GENTING-GSW SKILL GAME;7996;GENTING;MY
BOLT.EU/O/2504021138;4121;TALLINN;EE
GOOGLE *UFC TV;5816;G.CO/HELPPAY#;GB
BILLA DANKT;5411;WIEN;AT
FOODORA_AT_OY51-2502-4NT6;5499;WIEN;AT
EKO NORRKÞPING;5499;NORRKÞPING;SE
FOODORA_CZ_SUB-2NNTDSL08L;5499;PRAGUE 8;CZ
STARBUCKS STORE 75048;5814;SHERRILLS FOR;US
LIME* FLLU;4789;18885463345;AT
EDEKA INNINGAMMERSEE;5411;INNING;DE
WILLHABEN 1863176968;5331;VIENNA;AT
CRV*ONO BRNO POPOVICE;5541;SYROVICE;IE
SKYSHOWTIME 592DF SHOWTIM;4899;AMSTERDAM;NL
CVS/PHARMACY #05747 00000;5912;KISSIMMEE;US
GOPAY  *SUSHIRAJ.CZ;5499;HTTPS://SUSHI;CZ
CHIMNEY CAKE BAKERY;5441;KRAKOW;PL
PAYPAL *FASTWEB SPA;4814;3737653343;IT
UBER   * EATS PENDING;4121;AMSTERDAM;NL
MAAS 51;5499;SON;NL
CRV*MAYPOLE ZABBAR 2;5441;VILNIUS;LT
CARTPANDA* 1SOULMA1282;5977;WILMINGTON;US
VOLKSGARTEN;5813;WIEN;AT
TEDI FIL. 5371;5651;WUERZBURG;DE
SECURITAS DIRECT ESPAN;5963;POZUELO DE AL;ES
NOW E6E5E BOOST;5815;LONDON;GB
FOODORA_AT_WZZ0-2438-5;5499;WIEN;AT
FOODORA_AT_SBMW-2516-M138;5499;WIEN;AT
COMGATE*VITAELIGHT.COM;5200;PRAHA - VINOH;CZ
PNP CRP BIG BAY;5411;WESTERN CAPE;ZA
AMAZON UK* 6T00D7Y85;5399;LONDON;GB
ACS*22337506 THREE;4814;PLEASEHELP.IO;NL
O17440995223637578 APP BR;9311;TORINO;IT
LEROY MERLIN KROSNO;5200;KROSNO;PL
DELIJN##HASH##;4111;DL 1JCQZ283;BE
AERLING     2PBWQF JOHNST;3043;DUBLIN;IE
FOTOLAB,BA AUPARK;5946;BRATISLAVA;SK
ENBW ENERGIE BW AG;4900;720013666239;DE
LIME*RIDE M73Z;4789;BUCHAREST;RO
ALTEX;5722;VOLUNTARI;RO
LIME*AUTH. 22B2;4789;496977044733;DE
GOPAY  *NERDI.CZ;5972;NERDI.CZ;CZ
COFF.EE* RANGGAOLHA7;5816;14154494266;US
LOTHIAN BUSES;4131;EDINBURGH;DE
GOPAY *REENIO.CZ;8299;PRAHA 4;CZ
SKYSHOWTIME 126F1 SHTANDA;4899;AMSTERDAM;NL
BILLA DANKT 0004405;5411;GMUNDEN;AT
NYX*SERUNIONVENDING;5499;SANTCUGATDELV;ES
SHELL OBN2260;5541;KOELN;DE
NORMAL KONGENS;5977;KONGENS LYNG;DK
LIME*PASS ZBIL;4789;MILAN;IT
DATART ELEKTRO;5732;USTI NAD LABE;CZ
KAUFLAND BAD KREUZNACH;5411;H BAD KREUZNA;DE
HOTEL POD RADNICI;7011;SUMPERK;CZ
PROTV 7239214591;4899;BUCHAREST;RO
DNH*GODADDY#3560048179;4816;AMSTERDAM;NL
BK TILBURG;5812;TILBURG;NL
AMAZON UK* ZR9A99G34;5399;LONDON;GB
SELECTA MERCHANT VENDI;5499;KIRCHBERG;CH
DROPBOX*NT1G8N2N2K71;4816;DB.TT/CCHELP;IE
BOEKHANDEL DOMINICANEN;5942;N MAASTRICHT;NL
GOPAY  *PENEPEX.CZ;5719;UHERSKE HRADI;CZ
GRAB* A-5TTQKF5GWH96;4121;SINGAPORE;SG
AHOTEL HOTEL LJ;7011;LJUBLJANA;SI
ESSO STATION KIRCHBARK;5541;KIRCHBARKAU;DE
DELIJN##HASH##;4111;DL 5IS2IFSN;BE
VIPPS*ISAM AHMED;4829;OSLO;NO
CHEVRON 0305575;5542;DAVIE;US
VENDO BOX KELETI PU.;5499;BUDAPEST;HU
SNACK SODA VENDING;5814;WEST HOLLYWOO;US
TST* KLEINS DELI F;5812;SAN MATEO;US
IDEALP 5.5;5921;RUMILLY;FR
TRANSAVIA   LY76WF;3007;PARAY VIEILLE;FR
ASDA LIVING TEESID;5411;THORNABY;GB
BAECKEREI CONDITOREI R;5462;ALSHEIM;DE
ALKOHOLE BARYLKA;5921;WARSZAWA;PL
UNION TAXI;4121;SHARJAH;AE
2FD42 ENTS;5815;DUBLIN 4;IE
FOODORA_AT_QQGN-NVMS;5499;WIEN;AT
SKYSHOWTIME 0A9FC SHTANDA;4899;AMSTERDAM;NL
NYX*SHELLGRALLAWESTBA;5499;GRALLA;AT
OYW1VOLF00RT#TISSEO.FR;4111;TOULOUSE CEDE;FR
GROWGARDEN.CZ;5261;JIHLAVA;CZ
DUNKIN #359471;5814;SAN JOSE;US
SAINSBURYS-MILTON KEYN;5411;MILTON KEYNES;GB
PAYPAL *AIRBNB  HMJRWAE;7011;35314369001;LU
MARKS&SPENCER PLC SACA;5411;ALNWICK;GB
LIME*TRAJET 6N27;4789;PARIS;FR
ASDA BLACKWOOD;5411;BLACKWOOD;GB
ORDER O-Y3DTUIO;5816;VILNIUS;LT
CARPO;5499;LONDON W1J;GB
TCL 69 LYO;4111;V26025022364�;FR
LIDL SAGT DANKE;5411;DILLINGEN;DE
COLLCTIV DIMITRA TSIATSI;7399;441612509019;GB
ELVETINO AG;4789;ZURICH;CH
TOOGOODT C4B1G30G0B620;5812;TOOGOODTOGO.C;DK
SLOVNAFT-SK11422;5541;POHRANICE;SK
MOONPAY*EXODUS 3198;6051;MOONPAY.COM;IE
GIBLAN;5814;MOUGINS;FR
SUMUP;5942;ALBANO LAZIAL;IT
SKYSHOWTIME 8A744 STANDAR;4899;AMSTERDAM;NL
DELIJN##HASH##;4111;DL 5A0MIWYP;BE
BOLT.EUD2502201127;5812;TALLINN;EE
PLUXEE*RESTAURANT;5812;LEVALLOIS PER;FR
FOODORA_AT_VT5Y-8KE8;5499;WIEN;AT
R-TK(;5814;BUDAPEST;HU
LIME*AUSZAHLUNG GJ2H;4789;WIEN;AT
POLSKI MARKET;5411;OOSTERHOUT NB;NL
CONAD;5411;LECCE;IT
GABOR,J.GABORA BN;5661;BANOVCE NAD B;SK
SAVICKI.CZ;5944;ZIELONA GORA;PL
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
FOODORA_AT_QYMS-2537-I;5499;WIEN;AT
TV NOVA 5644757696;4899;PRAHA 5;CZ
PAYPAL *SPOTIFY*P3B381;5815;35314369001;SE
ALBERGO CARCANI BY KETTY&;7011;ASCONA;CH
EXTPAY147084293993 WWW.VI;4722;BOLOGNA;IT
NYX*SANTURSRO;5499;DISTRICTOFNOV;SK
SKYSHOWTIME 05B4A STANDAR;4899;AMSTERDAM;NL
MOJELAHVE.CZ;5921;PRAHA 10 - VI;CZ
BANYAN BISTRO;5812;ZNOJMO;CZ
WWW.JOTALSZOM.HU;5719;BUDAPEST;HU
TOPARTI BISZTRO;5814;FOT;HU
PRENSES MARKET;5499;ANTALYA;TR
ALDI SUED;5411;WEILHEIM;DE
AMAZON UK* ZR1CC5AT4;5399;LONDON;GB
LOCAL EXPRESS;5411;LONDON;GB
FILL UP TRINKHALLE;5499;DUESSELDORF;DE
NOW A2C30 GB BASIC;5815;LONDON;GB
#CUMUL;4111;V23249011630#;FR
E-VISA TURKEY;9399;ANKARA;TR
LIME*FAHRT CM7Y;4789;WIEN;AT
ALBERT HEIJN 1262;5411;ZAANDAM;NL
AIRBALTIC.COM;4511;6527220350;LV
ALBERT HEIJN OBERGON;5411;WINSUM GN;NL
SPILNU;7995;ID:2268368911;DK
DELIJN##HASH##;4111;DL WJ6ZXJ8I;BE
HYPEDROP;7994;5633156;CY
KRONAN ARBAER;5411;REYKJAVIK;IS
AMZN MKTP NL*HB1DO0GF4;5999;AMAZON.NL;LU
O17460070261842233 APP BR;9311;TORINO;IT
SKYSHOWTIME FB2D8 STANDAR;4899;AMSTERDAM;NL
SUMUP  *DITTA INDIVIDU;5999;GUIDONIA MONT;IT
PAYPAL *NOW D7213 ENTS;4899;35314369001;GB
PLUS SUPERMARKET NO.1;5411;FAMAGUSTA;CY
PAYU*EMAG;5399;BUCHAREST;RO
A8A70 SPORTS;4899;DUBLIN 4;IE
TRANSFERGO*ANASTASIIA*IVC;4829;VISA DIRECT;CZ
TAM AUTOHOF ZVOLEN;5541;ZVOLEN;SK
ALBERT HEIJN 1149;5411;S-GRAVENHAGE;NL
FOODORA_AT_Q7EK-2513-7;5499;WIEN;AT
HYPE;5411;LONDON;GB
ACS*20508393 THREE;4814;0107989541;NL
3CKET* #1242620 TICKET;7399;T LISBOA;PT
FOODORA_CZ_SUB-340PIGBWSX;5499;PRAGUE 8;CZ
32RED;7995;2592658847;GB
TOOM BM BRETTEN;5200;BRETTEN;DE
JNC7ZHIJMNZP#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
HOTMART GLUTENFREEBREADS;8299;AMSTERDAM;NL
FOCH DISTRIBUTION;5331;CHATELLERAULT;FR
WAL-MART #3838;5411;TARENTUM;US
TAXADORACOM-F117E840T1;7392;MALAGA;ES
FROGPAY* SUPER BARAO;5300;GOIANIA;BR
BANDCAMP FRANCO;5815;BANDCAMP.CO;US
HM;5651;PODKOWA LESNA;PL
SEITZ GASTRO AG;5812;LENZERHEIDE;CH
AMAZON UK* ZR1712GS4;5399;LONDON;GB
RESTAURANT MC DO;5814;BAR LE DUC;FR
GOPAY  *VLNYTINKA.SK;5944;BARDEJOV;SK
TETA DEKUJE ZA NAKUP;5912;DVUR KRALOVE;CZ
LOCATION-TOOL.COM SY9N;5734;LOCATION-TOOL;US
LIME*2 FAHRTEN PEPZ;4789;WIEN;AT
LIME*PASS P5VA;4789;HELLERUP;DK
WM SUPERCENTER #5912;5411;800-925-6278;US
ROSSMANN VAM DEKUJE;5977;PECKY;CZ
H2 MOUNTMELLICK;5541;MOUNTMELLICK;IE
FOODORA_CZ_SUB-336FP9CDRP;5499;PRAGUE 8;CZ
SAINSBURYS SUPERMARKET LT;5411;MILTON KEYNES;GB
WIBRA HEERHUGOWAARD;5949;HEERHUGOWAA;NL
MOL 019 HAVL.BROD;5541;HAVLICKUV BRO;CZ
AIRBALTIC.COM;4511;6653364840;LV
PAYPAL *TEMU;5311;3024806118;IE
TCL 69 LYO;4111;V25272030530�;FR
DISZKONT ARUHAZ;5422;BEKESCSABA;HU
JMP S.A. BIEDRONKA 613;5411;BABICE NOWE;PL
CASEIFICIO DIMOSTRATIV;5812;AIROLO;CH
MICROSOFT-G059119488;5045;MSBILL.INFO;IE
EARTH SPMKT-MBZ BR.;5411;ABU DHABI;AE
O17631035964784642 APP BR;9311;TORINO;IT
ACS*22163391 THREE;4814;PLEASEHELP.IO;NL
BOLT.EUD2601291853;5812;TALLINN;EE
PAYPAL *SPOTIFY*P3E104;5815;35314369001;SE
GOPAY  *DPMHK.CZ;4111;DPMHK.CZ;CZ
TOOGOODT 1R3HTC4DH3C00;5812;TOOGOODTOGO.E;DK
ONEY 4X*ALTEX ROMANIA SR;6012;BILCIURESTI;FR
AMAZON UK* XX0SR9FF5;5399;LONDON;GB
LIME*RIDE KPL3;4789;WIEN;AT
KAFFESTUGGU;5814;ROEROS;NO
PLASTROPOULOS KONSTA;5200;PEIRAIAS;GR
VOYO.SK 1681061953;4899;BRATISLAVA;SK
UPS*A##HASH##;4215;800-811-1648;US
ALENSA CZ;8043;70541682;CZ
LIDL SAGT DANKE;5411;SIMMERATH;DE
DUBAI TAXI;4111;DUBAI;AE
ST GILES CAFE DCC XR98;5812;LONDON;GB
GOPAY  *GIGASTORE.SK;5732;GIGASTORE.SK;CZ
EGE*VRF65C109B648FFF0;4722;MANCHESTER;GB
TCL 69 LYO;4111;V26021012579�;FR
MYSTAR;5999;HARJUMAA, TAL;EE
ISTISHARI HOSPITAL;8062;AMMAN;JO
WOW F2465 ENTERTAI;5815;UNTERFOEHRING;DE
MYTRIP_PL_MMSCHO;4722;ONLINE;SE
5090975170;4899;BRATISLAVA;SK
VIPPS*GIANNIS ALEXANDR;4829;OSLO;NO
XSOLLA;5816;S2R8CODE;CY
FOODORA_AT_IIWJ-2522-LPKU;5499;WIEN;AT
STARBUCKS STORE 50053;5814;PENSACOLA;US
PAYPAL *WOW ED45B ENTERTA;4899;35314369001;DE
MIGROS MMM HERBLINGEN;5411;SCHAFFHAUSEN;CH
SQSP* WORKSP#195450385;7372;NEW YORK;US
ZOOM IN PROGRESS S.R.L.;5969;CUMIANA;IT
SUMUP  *SCHAUSTELLERBE;5499;MEUSELWITZ;DE
LIDL DEKUJE ZA NAKUP;5411;HR. KRALOVE;CZ
SHELL   7476;5541;BERGA;DE
GOOGLER SESSION MAR  6;7399;HTTPSWWW.PINT;US
PAYPAL *02 UK LTD 0400;4812;35314369001;GB
HOOTENANNY;5813;GLASGOW;GB
6127.4397.1709 AIB_ECO;7995;VALETTA;MT
WWW.AMAZON* 404-142522;5399;14018657948;LU
AMAZON UK* ZG8PB7DK4;5399;LONDON;GB
SELECTA DEUTSCHLAND GM;5499;KELSTERBACH;DE
32ROSU;7995;2660965632;MT
SPC*BVB EVENT & CATERI;5811;DORTMUND;DE
MS* EMILUDESIGNHOTEL;7011;STUTTGART;DE
AMAZON UK* DP4KI72B5;5399;LONDON;GB
BAR BRASSERIE JORIS BV;5813;YSSELSTEIN UT;NL
FOODORA_AT_LSJL-98T5-P;5499;WIEN;AT
TOOGOODT K01P44V0N1CQ0;5812;TOOGOODTOGO.C;DK
LIME*PAYOFF 7FJZ;4789;18885463345;US
LIME*TRAJET KAS2;4789;PARIS;FR
AMAZON UK* 7G1AN2G05;5399;LONDON;GB
BARIONP*WHISKYNET;5921;BUDAPEST;HU
PREMIER RESTAURANTS ROMAN;5814;TIRGU MURES;RO
ALNATURA PRODUKTIONS U;5411;BREMEN;DE
AMAZON UK* Z80N684I4;5399;LONDON;GB
NYX*PRATERWIENGMBH;5499;WIEN;AT
HASH REST 2;5812;UM ALSUMA;JO
PRESSZO;5813;BUDAPEST;HU
MICROSOFT-G065903176;5045;MSBILL.INFO;CH
ICA SUPERMARKET ESPLAN;5411;SUNDSVALL;SE
TESCO PFS 2058;5541;BARKING;GB
SPLRU 69 LYO;4111;V25054009066�;FR
NOW 50E62 ENTERTAI;5815;LONDON;GB
O17438631790850554 APP BR;9311;TORINO;IT
AMAZON UK* ZR5XF8I14;5399;LONDON;GB
AMAZON UK* BZ1FK1GY5;5399;LONDON;GB
IL MANGIONE;5814;PERUGIA;IT
NORMA 7018;5411;BREZNICE;CZ
MS28 PRONTO TAXI;4121;ROMA;IT
STRADIVARIUS 16413 HAM;5651;HAMBURG;DE
SUMUP  *LA BOTTEGA DEL;7230;SANTA CATERIN;IT
AIMSKINZ*54.07 EUR;5816;LONDON;GB
SQSP* DOMAIN#210020305;7372;SQUARESPACE.C;US
PIZZA 51;5812;DUNAVARSANY;HU
XNA2EQAAM0KU;4111;TOULOUSE CEDE;FR
WWW.AMAZON* 402-325330;5399;14018657948;LU
GOPAY  *FREELO.CZ;5734;PARDUBICE;CZ
HOME STORE & MO;5251;DUBLIN;IE
GOPAY  *UNDERARMOUR.HU;5651;HTTPS://UNDER;CZ
BLOCKFBF302C2D83E1;6051;SOFIA;BG
RESTAURACE U MIKESE;5651;BRANDYS NAD L;CZ
GLSHUNGARYKFT;4215;ALSONEMEDI;HU
O17677869389557313 APP BR;9311;TORINO;IT
TOMTOM 416471237 TRAFFIC;5999;AMSTERDAM;NL
GOPAY  *XDARCEKY.SK;5947;XDARCEKY.SK;CZ
BILLA - MASARYKOVA 2;5411;RAJHRAD;CZ
GOPAY  *GAP.AT;5651;PRAHA 6;CZ
THE CIRCUS BERLIN MITT;7011;BERLIN;DE
SKYSHOWTIME 0EB7F SHTANDA;4899;AMSTERDAM;NL
DOSENBACH / 633;5661;WALLISELLEN;CH
BCK*PRAXIS DEN HAAG 23;5251;S-GRAVENHAGE;NL
RESTAURANT WALLIS;5812;PLZEN;CZ
EDEN STAR SOLUTIONS SRL;4111;CLUJ-NAPOCA;RO
HOTEL MEDITERRANI;7011;CALELLA;ES
ACS*21512312 THREE;4814;ROTTERDAM;NL
TESCO STORES 2023 SSL;5411;BELFAST;GB
ZVEROKRUH SAMOHYL GR;5995;MLADA BOLESLA;CZ
MARKET4U;5411;ILION;GR
BAR TABACCHERIA LA TOR;5993;VEGGIANO;IT
TCL 69 LYO;4111;V25279014655�;FR
KORONA GYO'GYSZERTA'R;5912;CSANADAPACA;HU
HELOPAY*DON PEPE MENYE;5812;BUDAPEST;HU
AIRBALTIC89P9IJ;3304;RIGA;LV
BLUEO LN;7399;GRAVESEND;GB
KAUFLAND RO 1400;5411;N CLUJ NAPOCA;RO
STARBUCKS STORE 00104;5814;SEATTLE;US
CHORNLADE IDAPLATZ;5499;ZURICH;CH
ADS SAN MARTINO OVEST;5814;PARMA;IT
ACS*22514616 THREE;4814;PLEASEHELP.IO;NL
WOOLWORTH GMBH FIL  1;5311;OFFENBACH AM;DE
81876338 ZINZINO;5499;VAESTRA FROEL;SE
LIME*PASS 27TB;4789;ATHENS;GR
DELIJN##HASH##;4111;DL TGXQDMA5;BE
REVOLUT**1341*;6012;ZURICH;CH
ISN ENTERTAINMENT SRL;5812;BUCURESTI;RO
ZASILKOVNA S.R.O.23607;4215;JIHLAVA;CZ
AUCHAN AMOREIRAS;5411;LISBOA;PT
CARREFOUR ROMANIA SA;5411;PIATRA NEAM;RO
6270539/ER002-19154;5814;SCHLUESSELFEL;DE
PAYPAL *WOW 7BB08 ENTERTA;4899;35314369001;DE
8429 HERVIS KO:KI;5655;BUDAPEST;HU
LIME*TRAJET RMRZ;4789;MILAN;IT
FEVER*CARIO EN KAFE AN;7922;BIO;ES
CARREFOUR COLOSSEUM SCO30;5411;BUCURESTI;RO
DELIJN##HASH##;4111;DL H7UCHETJ;BE
ALPINRESORTS.COM;5941;BRATISLAVA;SK
ASDA OLDHAM HUDDERSF;5411;OLDHAM;GB
AVG AUGSBURGER VERKEHR;4111;AUGSBURG;DE
ETSY.COM*NATURALWOOLSTUDI;5399;LONDON;GB
NORTON *AP1618335785;5968;NORTON.COM/CC;CZ
TRADERS HOTEL KL-F&B;5812;KUALA LUMPUR;MY
NOW 120E9 BOOST;5815;LONDON;GB
ACS*23614895 THREE;4814;ROTTERDAM;NL
GOPAY *AMICI.CZ;5499;AMICI.CZ;CZ
RESTAURACE MASARYCKA 6;5812;PRAHA;CZ
CESKE DRAHY;4112;NOVE MESTO (P;CZ
